question_id,question_text,domain,ground_truth,question_length,question_type,question_nature,question_style,response_text,collection_date,response_length
75,"""""""Getting to Know You"""" is a song from which film?""",General Knowledge,THE KING AND I,52,closed-ended,general,qualitative,"""Getting to Know You"" is a song from the 1951 Rodgers and Hammerstein musical film ""The King and I."" The song is performed by Deborah Kerr (voiced by Marni Nixon) as Anna Leonowens, a British teacher who sings it while teaching her students in the royal court of Siam.",2025-05-25,268
76,A doping scandal in 2012 involving Lance Armstrong relates to which sport?,General Knowledge,Cycling,74,closed-ended,topical,qualitative,Cycling. Lance Armstrong was stripped of his seven Tour de France titles (1999-2005) after a USADA investigation revealed systematic doping throughout his career. He admitted to using performance-enhancing drugs in a 2013 interview with Oprah Winfrey.,2025-05-25,251
77,What is the approximate circumference of the earth?,General Knowledge,"24,900 miles",51,closed-ended,general,quantitative,"The Earth's circumference is approximately 40,075 kilometers (24,901 miles) measured around the equator. If measured through the poles (meridional circumference), it is slightly smaller at approximately 40,008 kilometers (24,860 miles) due to the Earth being slightly flattened at the poles.",2025-05-25,291
78,In which year of the nineteenth century was the most notable eruption of Krakatoa,General Knowledge,1883,81,closed-ended,general,qualitative,"The most notable eruption of Krakatoa occurred in 1883. The main eruption began on August 26 and reached its peak on August 27, when massive explosions destroyed most of the volcanic island. This eruption is considered one of the most destructive and powerful volcanic events in recorded history, with effects felt globally. The explosion was heard up to 3,000 miles away, created tsunamis up to 120 feet high, and ejected so much ash into the atmosphere that global temperatures dropped by more than 2°F in the following year.",2025-05-25,527
79,In which US state is the Green Mountains Range?,General Knowledge,Vermont,47,closed-ended,general,qualitative,"The Green Mountains Range is located in Vermont. The range runs north-south through the center of the state for approximately 250 miles, forming the main feature of the state's landscape. The name ""Vermont"" itself comes from the French ""vert mont,"" meaning ""green mountain.""",2025-05-25,274
80,"In World War I, the British soldiers were nicknamed 'Tommies', what name was given to French soldiers?",General Knowledge,'POILU',102,closed-ended,general,qualitative,"French soldiers in World War I were nicknamed ""Poilus"" (pronounced pwah-lu), which literally means ""hairy ones"" in French. This nickname referred to their unshaven, rugged appearance in the trenches and became a term of endearment that represented the brave, tough nature of the French infantrymen. The term was widely used in French popular culture and media during the war and remains a recognized symbol of French WWI soldiers to this day.",2025-05-25,442
81,What causes light to refract?,Science,slowing down,29,closed-ended,general,qualitative,"Light refraction occurs when light waves change speed as they pass from one medium to another (like air to water or air to glass). This speed change causes the light waves to bend at the boundary between the two materials. The amount of bending depends on the refractive indices of both materials and the angle at which the light hits the boundary. Materials with higher optical density slow light more, causing greater refraction. This principle is described mathematically by Snell's Law: n₁sin(θ₁) = n₂sin(θ₂), where n represents the refractive index of each medium and θ represents the angles of incidence and refraction.",2025-05-25,625
82,"The number, size, shape, and banding pattern of chromosomes make them easily identifiable in a karyogram and allow for the assessment of many chromosomal",Science,abnormalities,153,closed-ended,general,qualitative,"The number, size, shape, and banding pattern of chromosomes in a karyogram allow for the assessment of chromosomal abnormalities, including:

1. Numerical abnormalities (aneuploidy):
- Missing chromosomes (monosomy)
- Extra chromosomes (trisomy)
- Complete extra sets (polyploidy)

2. Structural abnormalities:
- Deletions
- Duplications
- Translocations
- Inversions
- Ring chromosomes

The distinct banding patterns (created by Giemsa staining) produce light and dark bands unique to each chromosome pair, making it possible to:
- Identify specific chromosomes
- Match homologous pairs
- Detect structural changes
- Determine gender
- Diagnose genetic disorders

These characteristics enable cytogeneticists to create and analyze karyotypes for medical diagnosis, genetic counseling, and research purposes.",2025-05-25,808
83,What is an example of a metaloid element?,Science,silicon,41,closed-ended,general,qualitative,"Silicon is a classic example of a metalloid element. It has properties of both metals and non-metals - it can conduct electricity (though not as well as true metals), has a metallic luster, and is brittle rather than malleable. Other metalloids include boron, germanium, arsenic, antimony, and tellurium.",2025-05-25,304
84,Volcano chains form as an oceanic plate moves over what?,Science,hot spot,56,closed-ended,general,qualitative,"Volcano chains form as an oceanic plate moves over a stationary hotspot, which is an area where magma from deep within the Earth's mantle rises up and melts through the crust. As the tectonic plate slowly moves across the fixed hotspot, it creates a series of volcanoes in a linear chain, with the oldest volcanoes at one end and the currently active volcano directly above the hotspot. The Hawaiian Islands are a classic example of this process.",2025-05-25,446
85,The voltage and current are exactly in phase in a what?,Science,resistor,55,closed-ended,general,qualitative,"In a purely resistive circuit, voltage and current are exactly in phase. This means that the voltage and current waveforms reach their maximum, minimum, and zero values at precisely the same time. Examples of purely resistive components include ideal resistors, incandescent light bulbs, and heating elements.",2025-05-25,309
86,What is the name of the body system that fights to protect the body from specific pathogens?,Science,immune system,92,closed-ended,general,qualitative,"The immune system is the body system that fights to protect against pathogens like bacteria, viruses, parasites, and other harmful substances. It consists of a complex network of cells, tissues, and organs that work together to identify and eliminate threats to maintain the body's health.",2025-05-25,289
87,What is the process that ventilates lungs called?,Science,breathing,49,closed-ended,general,qualitative,"Breathing, also known as respiration or ventilation, is the process that ventilates the lungs. It consists of two phases: inhalation (breathing in) and exhalation (breathing out). During inhalation, the diaphragm contracts and moves downward while the external intercostal muscles contract to expand the rib cage. This creates negative pressure in the thoracic cavity, causing air to flow into the lungs. During exhalation, these muscles relax, allowing the lungs and chest wall to recoil and push air out. This process continuously exchanges oxygen and carbon dioxide between the atmosphere and the lungs.",2025-05-25,606
88,"What has two chains of nucleotides, one more than rna?",Science,dna,54,closed-ended,general,qualitative,"DNA has two chains of nucleotides arranged in a double helix structure, while RNA has only one chain. The two chains in DNA are held together by hydrogen bonds between complementary base pairs (adenine-thymine and guanine-cytosine), and they run antiparallel to each other.",2025-05-25,273
89,What is needed by all known forms of life?,Science,water,42,closed-ended,general,qualitative,"All known forms of life require:

1. Water - as a solvent for biochemical reactions and cellular processes
2. Energy source - either sunlight (photosynthetic organisms) or chemical energy from organic/inorganic compounds
3. Carbon - basic building block for organic molecules
4. DNA or RNA - genetic material for reproduction and protein synthesis
5. Cell membrane - to separate internal components from external environment
6. Proteins - for structure and cellular functions
7. Basic elements including nitrogen, phosphorus, sulfur
8. Mechanism for maintaining homeostasis
9. Ability to respond to environmental stimuli
10. System for energy conversion/metabolism

These requirements are universal across all currently known life forms, from bacteria to complex multicellular organisms.",2025-05-25,787
