question_id,question_text,domain,ground_truth,question_length,question_type,question_nature,question_style,response_text,collection_date,response_length
370,Most common site of cholangiocarcinoma?,Healthcare,Hilum,39,closed-ended,general,qualitative,"The most common site of cholangiocarcinoma is the perihilar region, also known as the hilar region. This type of cholangiocarcinoma is often referred to as a Klatskin tumor. It occurs at the junction where the right and left hepatic bile ducts join to form the common hepatic duct.",2025-05-25,281
371,The immediate treatment of 10 kg weight infants presented with tetany,Healthcare,IV calcium gluconate with cardiac monitoring,69,closed-ended,topical,quantitative,"The immediate treatment for tetany in a 10 kg infant typically involves the administration of intravenous calcium. Tetany is often caused by hypocalcemia, so the primary goal is to quickly restore normal calcium levels. Calcium gluconate is commonly used for this purpose. The dosage and rate of administration should be carefully calculated and monitored by a healthcare professional to avoid complications such as cardiac arrhythmias. Additionally, the underlying cause of the hypocalcemia should be investigated and addressed to prevent recurrence.",2025-05-25,551
372,"The most frequent cause of fracture of a root tip
during extraction of a primary molar is",Healthcare,Root resorption between apex and bifurcation,89,closed-ended,general,qualitative,"The most frequent cause of fracture of a root tip during the extraction of a primary molar is the ankylosis of the tooth or the presence of resorbed roots. Ankylosis can cause the tooth to be fused to the bone, making it difficult to extract without fracturing the root. Additionally, primary molars often have resorbed roots due to the natural process of exfoliation, which can make them more prone to fracture during extraction.",2025-05-25,430
373,Cholangiocarcinoma most commonly metastases to-,Healthcare,Liver,47,closed-ended,general,qualitative,"Cholangiocarcinoma most commonly metastasizes to the liver, regional lymph nodes, lungs, and peritoneum. The liver is often the first site of metastasis due to the tumor's origin in the bile ducts, which are closely associated with the liver.",2025-05-25,242
374,Drug resistance in Tuberculosis is due to ?,Healthcare,Mutation,43,closed-ended,topical,qualitative,"Drug resistance in tuberculosis (TB) is primarily due to genetic mutations in the Mycobacterium tuberculosis bacteria that lead to changes in the target sites of anti-TB drugs, rendering them ineffective. This resistance can occur when TB patients do not complete their full course of treatment, use incorrect or poor-quality medications, or when there is improper management of the treatment regimen. Multidrug-resistant TB (MDR-TB) is resistant to at least isoniazid and rifampicin, the two most powerful first-line treatment drugs. Extensively drug-resistant TB (XDR-TB) is resistant to these drugs as well as additional second-line drugs.",2025-05-25,642
375,IQ value of Imbecile according to weehsler Intelligence scale,Healthcare,25 - 49,61,closed-ended,general,quantitative,"According to the Wechsler Intelligence Scale, the term ""imbecile"" is an outdated and offensive term that was historically used to describe individuals with an IQ between 26 and 50. Modern terminology classifies this range as moderate intellectual disability. It is important to use respectful and current language when discussing intellectual disabilities.",2025-05-25,356
376,A Clinical sign of mania is?,Healthcare,Flights of ideas,28,closed-ended,general,qualitative,"A clinical sign of mania is an abnormally elevated mood, which can manifest as increased energy, decreased need for sleep, grandiosity, rapid speech, racing thoughts, distractibility, and impulsive or risky behavior. These symptoms are characteristic of a manic episode, often associated with bipolar disorder.",2025-05-25,310
377,"The part of sequence of RNA coding for a protein and it's mutated sequence is given below.

Normal sequence : AGC- GCC- GAA- AGA- AAG- AUG- ACG
Mutated sequence : AGC- GCC- GAA- UGA- AAG- AUG- ACG

Type of mutation shown above is",Healthcare,Nonsense mutation,229,closed-ended,general,qualitative,"The type of mutation shown above is a ""nonsense mutation."" In the mutated sequence, the codon ""AGA"" has been changed to ""UGA,"" which is a stop codon. This results in premature termination of protein synthesis, as the ribosome will stop translating the mRNA at this point, leading to a truncated and likely nonfunctional protein.",2025-05-25,328
378,Damage to pneumotaxic center produces ?,Healthcare,Deep and slow respiration,39,closed-ended,general,qualitative,"Damage to the pneumotaxic center, which is located in the pons of the brainstem, can lead to disruptions in the regulation of breathing patterns. The pneumotaxic center plays a crucial role in inhibiting the inspiratory phase of breathing, thereby controlling the rate and pattern of respiration. Damage to this area can result in prolonged inspiratory phases and potentially lead to a breathing pattern known as apneustic breathing, characterized by deep, gasping inspirations with insufficient expiratory time. This can disrupt normal respiratory rhythm and efficiency.",2025-05-25,571
379,Painless effusions in joints in congenital syphilis is called,Healthcare,Clutton' s joints,61,closed-ended,general,qualitative,Painless effusions in joints in congenital syphilis are called Clutton's joints. These are typically symmetrical and occur most commonly in the knees. Clutton's joints are a manifestation of late congenital syphilis and are characterized by painless swelling due to synovitis.,2025-05-25,276
380,The complication least likely to occur in a case of chronic bronchitis is:,Healthcare,Spontaneous pneumothorax,74,closed-ended,general,qualitative,"The complication least likely to occur in a case of chronic bronchitis is pneumothorax. Chronic bronchitis, a form of chronic obstructive pulmonary disease (COPD), is primarily associated with persistent inflammation of the bronchi, leading to symptoms like chronic cough and mucus production. Common complications include respiratory infections, pulmonary hypertension, and right-sided heart failure (cor pulmonale). Pneumothorax, which is the presence of air in the pleural space causing lung collapse, is more commonly associated with emphysema, another form of COPD, rather than chronic bronchitis.",2025-05-25,602
381,"In allergic pharyngitis, granularity in posterior pharynx is due to ?",Healthcare,Hyperplasia of submucosal lymphoid tissue,69,closed-ended,general,qualitative,"In allergic pharyngitis, granularity in the posterior pharynx is due to lymphoid hyperplasia. This occurs as a response to chronic irritation or inflammation, often associated with allergies, leading to the enlargement of lymphoid tissue in the pharyngeal region.",2025-05-25,263
382,Development of labia majora is from,Healthcare,Genital swelling,35,closed-ended,general,qualitative,The labia majora develop from the labioscrotal swellings during embryonic development. These structures are part of the external genitalia and arise from the same embryonic tissues that form the scrotum in males.,2025-05-25,212
383,Unilateral undescended around ?,Healthcare,12 months of age,31,open-ended,general,qualitative,"Unilateral undescended testis, also known as cryptorchidism, refers to a condition where one testicle fails to move into the scrotum before birth. This condition is relatively common, affecting about 1-2% of male infants. If not corrected, it can lead to complications such as infertility and increased risk of testicular cancer. Treatment typically involves surgical intervention, known as orchidopexy, to move the undescended testicle into the scrotum.",2025-05-25,454
384,The largest bursa in the body is:,Healthcare,Subacromial bursa,33,closed-ended,general,qualitative,"The largest bursa in the body is the subacromial bursa. It is located in the shoulder, beneath the acromion, and above the rotator cuff tendons. This bursa facilitates smooth movement of the shoulder joint by reducing friction between the acromion and the rotator cuff.",2025-05-25,269
385,A patient presented with a 1 X 1.5 cms growth on the lateral border of the tongue. The treatment indicated would be,Healthcare,Interstitial brachytherapy,115,closed-ended,general,qualitative,"The treatment for a growth on the lateral border of the tongue depends on the nature of the growth. If the growth is suspected to be malignant or pre-malignant, a biopsy is typically performed to determine the pathology. If the biopsy confirms malignancy, surgical excision is often indicated. This may involve a partial glossectomy to remove the tumor with clear margins. If the growth is benign, treatment may vary from monitoring to surgical removal, depending on symptoms and potential for malignancy. Consultation with an oral surgeon or an ENT specialist is recommended for appropriate management.",2025-05-25,603
386,Bluish tympanic membrane is seen in:,Healthcare,Glue ear,36,closed-ended,general,qualitative,"A bluish tympanic membrane is typically seen in cases of hemotympanum, which is the presence of blood in the middle ear. This condition can occur due to trauma, such as a skull fracture, or as a result of barotrauma or bleeding disorders. The accumulation of blood behind the tympanic membrane gives it a characteristic bluish discoloration.",2025-05-25,341
387,Which one of the following marker is useful in differentiating between mesothelioma and adenocarcinoma.,Healthcare,Calretinin,103,closed-ended,general,qualitative,"The marker that is useful in differentiating between mesothelioma and adenocarcinoma is calretinin. Calretinin is typically positive in mesothelioma and negative in adenocarcinoma, making it a valuable immunohistochemical marker for distinguishing between these two types of cancer.",2025-05-25,282
388,Ascospore is,Healthcare,Sexual spore,12,closed-ended,general,qualitative,"An ascospore is a type of spore produced by fungi classified within the phylum Ascomycota, commonly known as sac fungi. These spores are formed inside a specialized cell called an ascus, typically following sexual reproduction. Ascospores are usually haploid and are released to initiate new fungal growth, playing a crucial role in the life cycle and propagation of these fungi.",2025-05-25,379
389,Conclusive test for semen: Jharkhand 11,Healthcare,Acid phosphatase test,39,closed-ended,topical,qualitative,"The conclusive test for detecting the presence of semen is the Prostate-Specific Antigen (PSA) test, also known as the p30 test. This test is highly specific for human semen and is used in forensic investigations to confirm the presence of seminal fluid. In forensic contexts, such as in the state of Jharkhand or elsewhere, this test can be crucial for cases involving sexual assault or other legal matters where the presence of semen needs to be established definitively.",2025-05-25,473
390,A 80 years old male presented with lung abscess in left upper zone. Best treatment of modalities is,Healthcare,Antibiotics according to organisms,99,closed-ended,topical,qualitative,"The best treatment modality for a lung abscess, particularly in an elderly patient, typically involves antibiotic therapy. The choice of antibiotics should be guided by the most likely causative organisms, which are often anaerobic bacteria, and the patient's overall health status. Commonly used antibiotics include clindamycin or a combination of a beta-lactam antibiotic with a beta-lactamase inhibitor, such as amoxicillin-clavulanate. In some cases, if the abscess does not respond to medical therapy or if there are complications, surgical intervention or percutaneous drainage may be considered. However, initial management usually focuses on appropriate antibiotic treatment.",2025-05-25,683
391,Sigmoid volvulus rotation occurs,Healthcare,Anticlockwise,32,closed-ended,general,qualitative,"Sigmoid volvulus rotation occurs when the sigmoid colon twists around its mesentery, leading to a bowel obstruction. This twisting can cause a closed-loop obstruction, which may compromise blood flow to the affected segment of the colon, potentially leading to ischemia and necrosis if not promptly treated. The rotation typically occurs in a counterclockwise direction, although clockwise rotations can also happen. Sigmoid volvulus is more common in elderly individuals and those with a history of chronic constipation or a redundant sigmoid colon.",2025-05-25,550
392,"A 25 year old female underwent septic aboion, which is the most likely site for embolism of tricuspid valve vegetation?",Healthcare,Lung,119,closed-ended,general,qualitative,"The most likely site for embolism of tricuspid valve vegetation is the pulmonary circulation, specifically the pulmonary arteries. This is because the tricuspid valve is located on the right side of the heart, and any emboli from this valve would travel through the right ventricle into the pulmonary arteries, potentially causing a pulmonary embolism.",2025-05-25,352
393,What effect does hyperventilation have on the oxygen binding affinity of hemoglobin?,Healthcare,P50 decreases and the oxygen affinity increases,84,closed-ended,general,qualitative,"Hyperventilation decreases the carbon dioxide (CO2) levels in the blood, leading to a condition known as respiratory alkalosis. This increase in blood pH affects the oxygen binding affinity of hemoglobin through the Bohr effect. Specifically, the affinity of hemoglobin for oxygen increases, meaning hemoglobin holds onto oxygen more tightly and is less willing to release it to tissues. This can lead to reduced oxygen delivery to tissues despite adequate oxygen levels in the blood.",2025-05-25,484
394,Deletion of one alpha globin gene on one chromosome is best defined as,Healthcare,Alpha thalassemia silent carrier,70,closed-ended,general,qualitative,"Deletion of one alpha globin gene on one chromosome is best defined as alpha thalassemia silent carrier state. This condition occurs when there is a deletion of one of the four alpha globin genes (two on each chromosome 16), leading to a minimal effect on hemoglobin production and typically no clinical symptoms.",2025-05-25,313
395,True statement regarding Prevalence:,Healthcare,Measures all cases,36,closed-ended,general,qualitative,"Prevalence refers to the total number of cases of a particular disease or condition present in a population at a specific point in time or over a specified period. It is often expressed as a proportion or percentage of the population. Prevalence provides an indication of how widespread a disease is and is useful for public health planning and resource allocation. It differs from incidence, which measures the number of new cases that develop in a population during a specific time period.",2025-05-25,491
396,Thyroid hormone receptor which is predominantly expressed in CNS/Brain -,Healthcare,b - 1,72,closed-ended,general,qualitative,"The thyroid hormone receptor predominantly expressed in the central nervous system (CNS) or brain is the thyroid hormone receptor alpha (TRα). Specifically, the TRα1 isoform is highly expressed in the brain and plays a crucial role in the development and function of the CNS.",2025-05-25,275
397,Investigation of choice for hydrocephalus in infants:,Healthcare,Cranial USG,53,closed-ended,general,qualitative,"The investigation of choice for hydrocephalus in infants is a cranial ultrasound. This imaging modality is non-invasive, does not involve radiation, and can be performed at the bedside. It is particularly useful in infants because their fontanelles (soft spots on the skull) have not yet closed, allowing for clear imaging of the brain structures. If further detail is needed, an MRI may be used for more comprehensive evaluation.",2025-05-25,430
398,Renal vein thrombosis (RVT) may be seen in :,Healthcare,All,44,closed-ended,general,qualitative,"Renal vein thrombosis (RVT) may be seen in conditions such as nephrotic syndrome, dehydration (especially in infants), hypercoagulable states, malignancies (such as renal cell carcinoma), trauma, and certain systemic diseases like systemic lupus erythematosus. It can also occur as a complication of renal transplantation.",2025-05-25,322
399,"In children below age of 8 years, high Level of cranio-facial disjunction of Lefort III classification is rarely seen because:",Healthcare,There is lack of poorly developed ethmoidal & sphenoidal sin us,126,closed-ended,general,qualitative,"In children below the age of 8 years, a high level of craniofacial disjunction as classified by Le Fort III is rarely seen because the craniofacial skeleton is still developing and the sutures between the bones are not fully ossified. The bones in young children are more flexible and resilient, which makes them less susceptible to the types of fractures that result in a Le Fort III fracture pattern. Additionally, the facial skeleton in children is proportionally smaller and less exposed compared to adults, providing some natural protection against such high-level fractures.",2025-05-25,580
400,"Middle aged man presents with complaints of weakness, fatigue and hyperpigmentation. On examination hepatomegaly and Hypoglycemia are present. Diagnosis",Healthcare,Hemochromatosis,152,closed-ended,general,qualitative,"The symptoms described are suggestive of hemochromatosis. Hemochromatosis is a condition characterized by excessive iron accumulation in the body, which can lead to symptoms such as weakness, fatigue, hyperpigmentation (often described as a bronze or grayish skin tone), hepatomegaly (enlarged liver), and hypoglycemia. The condition is often diagnosed in middle-aged individuals and can lead to further complications if not treated.",2025-05-25,433
